iter	Passed	Remaining
340	7561	214176
341	7582	214137
342	7607	214188
343	7635	214313
344	7659	214345
345	7687	214485
346	7707	214418
347	7727	214339
348	7748	214267
349	7769	214223
350	7792	214212
351	7815	214217
352	7840	214257
353	7860	214194
354	7891	214392
355	7921	214595
356	7942	214547
357	7963	214485
358	7985	214464
359	8010	214505
360	8038	214632
361	8059	214565
362	8079	214489
363	8108	214645
364	8134	214723
365	8155	214671
366	8176	214623
367	8198	214579
368	8219	214539
369	8241	214497
370	8261	214426
371	8282	214361
372	8302	214279
373	8323	214229
374	8344	214178
375	8366	214150
376	8392	214225
377	8413	214167
378	8434	214123
379	8454	214033
380	8475	213969
381	8497	213938
382	8520	213940
383	8538	213829
384	8557	213707
385	8577	213646
386	8598	213588
387	8620	213560
388	8644	213568
389	8665	213522
390	8686	213467
391	8707	213425
392	8729	213393
393	8757	213503
394	8780	213507
395	8802	213478
396	8823	213420
397	8844	213388
398	8866	213351
399	8887	213307
400	8914	213388
401	8935	213347
402	8958	213345
403	8983	213379
404	9005	213358
405	9032	213440
406	9058	213518
407	9085	213597
408	9108	213592
409	9136	213707
410	9169	213921
411	9189	213859
412	9211	213835
413	9235	213835
414	9267	214036
415	9295	214152
416	9321	214220
417	9346	214259
418	9375	214378
419	9396	214321
420	9418	214289
421	9439	214239
422	9462	214233
423	9485	214239
424	9509	214252
425	9540	214410
426	9564	214435
427	9592	214527
428	9615	214521
429	9638	214504
430	9659	214455
431	9689	214601
432	9714	214639
433	9737	214626
434	9758	214569
435	9786	214674
436	9807	214616
437	9840	214833
438	9867	214897
439	9901	215140
440	9935	215364
441	9967	215552
442	9998	215707
443	10020	215669
444	10042	215628
445	10078	215895
446	10103	215916
447	10135	216096
448	10163	216184
449	10183	216124
450	10206	216095
451	10232	216145
452	10253	216094
453	10274	216026
454	10296	216002
455	10325	216102
456	10348	216092
457	10369	216037
458	10390	215974
459	10421	216137
460	10452	216272
461	10480	216374
462	10506	216411
463	10535	216515
464	10555	216449
465	10583	216539
466	10605	216502
467	10630	216521
468	10656	216562
469	10686	216690
470	10712	216721
471	10730	216605
472	10760	216728
473	10780	216665
474	10801	216604
475	10824	216589
476	10849	216609
477	10872	216592
478	10904	216755
479	10925	216684
480	10945	216620
481	10966	216546
482	10993	216608
483	11015	216575
484	11038	216562
485	11060	216528
486	11088	216598
487	11125	216856
488	11147	216819
489	11170	216802
490	11196	216833
491	11218	216805
492	11241	216783
493	11262	216729
494	11284	216678
495	11312	216761
496	11344	216920
497	11381	217159
498	11405	217163
499	11426	217104
500	11450	217103
501	11475	217119
502	11496	217065
503	11520	217064
504	11542	217019
505	11565	216996
506	11587	216969
507	11623	217194
508	11653	217291
509	11684	217426
510	11712	217493
511	11733	217427
512	11753	217365
513	11785	217507
514	11809	217507
515	11836	217560
516	11859	217537
517	11880	217481
518	11901	217418
519	11926	217435
520	11953	217486
521	11976	217449
522	12007	217575
523	12036	217660
524	12058	217618
525	12078	217558
526	12101	217521
527	12122	217465
528	12144	217438
529	12167	217401
530	12188	217345
531	12210	217319
532	12233	217284
533	12255	217251
534	12286	217374
535	12314	217431
536	12335	217368
537	12357	217329
538	12383	217369
539	12405	217323
540	12432	217375
541	12459	217414
542	12485	217457
543	12506	217394
544	12541	217582
545	12575	217750
546	12595	217677
547	12617	217634
548	12636	217536
549	12668	217665
550	12702	217832
551	12734	217962
552	12763	218035
553	12784	217976
554	12814	218082
555	12845	218195
556	12874	218268
557	12903	218333
558	12924	218283
559	12956	218412
560	12978	218365
561	13003	218381
562	13041	218599
563	13067	218630
564	13103	218811
565	13129	218846
566	13157	218890
567	13179	218858
568	13201	218816
569	13222	218754
570	13243	218692
571	13271	218743
572	13291	218675
573	13313	218622
574	13333	218551
575	13356	218521
576	13383	218573
577	13409	218584
578	13431	218553
579	13454	218516
580	13481	218552
581	13504	218529
582	13525	218474
583	13547	218423
584	13575	218479
585	13596	218430
586	13618	218377
587	13638	218312
588	13661	218276
589	13694	218410
590	13726	218528
591	13753	218576
592	13783	218646
593	13804	218592
594	13825	218535
595	13846	218473
596	13871	218484
597	13893	218432
598	13918	218437
599	13941	218424
600	13964	218392
601	13987	218355
602	14009	218326
603	14030	218269
604	14051	218210
605	14081	218285
606	14106	218284
607	14126	218222
608	14148	218176
609	14170	218128
610	14191	218072
611	14210	217988
612	14234	217973
613	14257	217947
614	14281	217931
615	14317	218109
616	14341	218104
617	14365	218086
618	14397	218194
619	14418	218139
620	14439	218081
621	14473	218225
622	14494	218165
623	14515	218106
624	14536	218045
625	14557	217985
626	14586	218046
627	14609	218019
628	14639	218101
629	14663	218092
630	14686	218068
631	14707	218004
632	14731	217994
633	14752	217941
634	14778	217955
635	14805	217992
636	14827	217942
637	14853	217959
638	14874	217908
639	14902	217947
640	14936	218087
641	14958	218040
642	14981	218009
643	15002	217953
644	15023	217902
645	15047	217892
646	15068	217834
647	15093	217825
648	15114	217769
649	15142	217814
650	15163	217758
651	15185	217727
652	15210	217716
653	15233	217689
654	15259	217703
655	15288	217767
656	15316	217808
657	15337	217756
658	15364	217779
659	15385	217726
660	15412	217761
661	15440	217799
662	15465	217806
663	15488	217779
664	15511	217750
665	15539	217792
666	15561	217751
667	15583	217696
668	15613	217768
669	15642	217820
670	15663	217773
671	15683	217705
672	15712	217750
673	15742	217821
674	15777	217965
675	15798	217904
676	15820	217861
677	15841	217807
678	15868	217830
679	15899	217910
680	15924	217915
681	15947	217880
682	15967	217821
683	15989	217779
684	16012	217747
685	16034	217699
686	16061	217735
687	16083	217689
688	16113	217748
689	16148	217888
690	16175	217909
691	16196	217861
692	16235	218046
693	16266	218125
694	16292	218130
695	16325	218231
696	16355	218299
697	16378	218270
698	16400	218228
699	16433	218337
700	16454	218273
701	16474	218209
702	16496	218162
703	16521	218154
704	16541	218095
705	16563	218048
706	16587	218024
707	16620	218131
708	16650	218189
709	16671	218132
710	16699	218176
711	16733	218283
712	16763	218345
713	16787	218330
714	16818	218400
715	16840	218368
716	16861	218310
717	16884	218281
718	16909	218272
719	16938	218320
720	16961	218285
721	16990	218334
722	17017	218359
723	17038	218305
724	17064	218307
725	17087	218283
726	17120	218368
727	17153	218475
728	17177	218451
729	17198	218392
730	17223	218389
731	17247	218377
732	17273	218381
733	17295	218334
734	17316	218283
735	17336	218219
736	17367	218281
737	17398	218352
738	17420	218314
739	17443	218276
740	17469	218283
741	17490	218232
742	17514	218217
743	17535	218156
744	17560	218150
745	17580	218087
746	17602	218038
747	17636	218144
748	17661	218139
749	17694	218233
750	17721	218245
751	17749	218287
752	17788	218447
753	17815	218469
754	17840	218453
755	17861	218398
756	17883	218352
757	17905	218320
758	17930	218311
759	17953	218271
760	17975	218233
761	17996	218179
762	18021	218165
763	18042	218110
764	18065	218080
765	18086	218032
766	18108	217987
767	18131	217954
768	18157	217961
769	18179	217914
770	18199	217854
771	18223	217829
772	18244	217779
773	18265	217720
774	18288	217695
775	18311	217657
776	18341	217709
777	18368	217733
778	18389	217680
779	18411	217631
780	18434	217604
781	18455	217553
782	18477	217508
783	18501	217483
784	18533	217558
785	18557	217544
786	18579	217496
787	18600	217445
788	18627	217463
789	18654	217480
790	18675	217425
791	18700	217412
792	18723	217390
793	18757	217486
794	18787	217534
795	18804	217435
796	18830	217439
797	18858	217468
798	18881	217437
799	18902	217381
800	18925	217345
801	18951	217351
802	18976	217345
803	18997	217287
804	19020	217263
805	19043	217227
806	19063	217168
807	19086	217133
808	19108	217085
809	19130	217046
810	19153	217015
811	19175	216971
812	19207	217043
813	19229	217007
814	19264	217112
815	19285	217056
816	19305	216996
817	19335	217040
818	19372	217166
819	19403	217228
820	19426	217197
821	19447	217138
822	19476	217175
823	19497	217125
824	19519	217085
825	19545	217085
826	19581	217198
827	19602	217146
828	19625	217117
829	19646	217060
830	19667	217009
831	19689	216960
832	19711	216916
833	19732	216868
834	19773	217029
835	19803	217077
836	19827	217063
837	19862	217163
838	19882	217096
839	19904	217051
840	19925	217001
841	19950	216985
842	19979	217025
843	19999	216962
844	20021	216921
845	20049	216943
846	20073	216921
847	20089	216816
848	20110	216765
849	20134	216746
850	20158	216726
851	20183	216711
852	20206	216676
853	20236	216727
854	20266	216763
855	20288	216722
856	20310	216686
857	20332	216641
858	20354	216602
859	20377	216566
860	20399	216524
861	20428	216561
862	20450	216518
863	20483	216592
864	20504	216544
865	20536	216606
866	20561	216595
867	20582	216541
868	20617	216633
869	20638	216585
870	20659	216535
871	20683	216508
872	20704	216455
873	20731	216471
874	20760	216506
875	20793	216574
876	20816	216539
877	20838	216505
878	20859	216451
879	20883	216431
880	20907	216405
881	20928	216360
882	20955	216366
883	20976	216311
884	21000	216292
885	21023	216261
886	21059	216366
887	21084	216353
888	21109	216344
889	21137	216364
890	21161	216338
891	21188	216346
892	21213	216342
893	21235	216296
894	21259	216279
895	21290	216322
896	21313	216294
897	21335	216250
898	21356	216206
899	21377	216151
900	21402	216138
901	21433	216186
902	21456	216156
903	21479	216121
904	21499	216065
905	21521	216017
906	21549	216042
907	21572	216011
908	21605	216076
909	21640	216169
910	21669	216199
911	21694	216182
912	21719	216171
913	21741	216130
914	21764	216097
915	21787	216062
916	21812	216060
917	21840	216073
918	21861	216020
919	21889	216040
920	21916	216051
921	21943	216053
922	21977	216134
923	22002	216117
924	22023	216066
925	22057	216142
926	22084	216155
927	22109	216143
928	22139	216171
929	22162	216144
930	22184	216097
931	22206	216062
932	22228	216019
933	22250	215975
934	22271	215921
935	22292	215870
936	22312	215815
937	22332	215751
938	22353	215700
939	22374	215656
940	22397	215622
941	22419	215574
942	22440	215524
943	22461	215473
944	22485	215452
945	22505	215398
946	22526	215345
947	22549	215312
948	22570	215262
949	22592	215225
950	22616	215205
951	22639	215166
952	22662	215134
953	22683	215089
954	22703	215032
955	22727	215010
956	22758	215050
957	22777	214987
958	22798	214935
959	22819	214884
960	22840	214833
961	22865	214826
962	22886	214772
963	22908	214736
964	22931	214701
965	22954	214667
966	22980	214663
967	23001	214620
968	23022	214566
969	23045	214533
970	23076	214576
971	23098	214536
972	23119	214495
973	23143	214472
974	23164	214422
975	23188	214399
976	23212	214376
977	23233	214331
978	23255	214288
979	23276	214235
980	23297	214191
981	23318	214142
982	23338	214084
983	23360	214042
984	23382	213999
985	23405	213977
986	23426	213925
987	23448	213885
988	23471	213852
989	23492	213802
990	23512	213747
991	23536	213729
992	23557	213676
993	23578	213633
994	23600	213592
995	23625	213577
996	23654	213603
997	23675	213558
998	23699	213534
999	23720	213486
1000	23743	213457
1001	23767	213433
1002	23791	213408
1003	23815	213387
1004	23835	213331
1005	23855	213276
1006	23877	213235
1007	23898	213194
1008	23921	213160
1009	23945	213136
1010	23969	213113
1011	23991	213080
1012	24013	213037
1013	24034	212993
1014	24057	212965
1015	24081	212938
1016	24102	212897
1017	24128	212887
1018	24149	212838
1019	24172	212809
1020	24195	212781
1021	24214	212714
1022	24235	212674
1023	24256	212623
1024	24276	212570
1025	24296	212515
1026	24320	212493
1027	24348	212506
1028	24370	212470
1029	24392	212423
1030	24412	212368
1031	24438	212368
1032	24462	212343
1033	24483	212297
1034	24511	212314
1035	24532	212268
1036	24553	212218
1037	24575	212182
1038	24596	212133
1039	24617	212087
1040	24638	212040
1041	24659	211998
1042	24681	211959
1043	24704	211931
1044	24733	211953
1045	24753	211896
1046	24776	211863
1047	24796	211808
1048	24819	211779
1049	24839	211723
1050	24859	211673
1051	24881	211634
1052	24904	211605
1053	24929	211593
1054	24958	211616
1055	24980	211578
1056	25001	211527
1057	25023	211496
1058	25044	211448
1059	25067	211420
1060	25094	211426
1061	25115	211377
1062	25143	211390
1063	25164	211341
1064	25195	211382
1065	25216	211333
1066	25245	211355
1067	25271	211351
1068	25302	211392
1069	25323	211341
1070	25343	211291
1071	25364	211240
1072	25385	211196
1073	25406	211149
1074	25426	211097
1075	25447	211050
1076	25468	211010
1077	25493	210997
1078	25515	210955
1079	25536	210910
1080	25556	210861
1081	25582	210851
1082	25604	210820
1083	25628	210794
1084	25649	210750
1085	25671	210715
1086	25695	210692
1087	25717	210656
1088	25739	210620
1089	25761	210585
1090	25784	210554
1091	25803	210496
1092	25825	210456
1093	25848	210425
1094	25871	210396
1095	25898	210398
1096	25923	210390
1097	25945	210353
1098	25975	210377
1099	25996	210338
1100	26018	210297
1101	26042	210279
1102	26064	210241
1103	26088	210222
1104	26111	210187
1105	26135	210173
1106	26158	210139
1107	26180	210103
1108	26202	210070
1109	26224	210032
1110	26244	209982
1111	26265	209937
1112	26286	209889
1113	26307	209845
1114	26328	209804
1115	26349	209754
1116	26369	209708
1117	26390	209661
1118	26412	209625
1119	26434	209586
1120	26456	209549
1121	26480	209533
1122	26501	209483
1123	26528	209486
1124	26549	209445
1125	26570	209398
1126	26591	209361
1127	26612	209314
1128	26634	209274
1129	26657	209246
1130	26684	209252
1131	26709	209244
1132	26732	209210
1133	26753	209167
1134	26773	209120
1135	26796	209090
1136	26817	209044
1137	26839	209009
1138	26861	208973
1139	26890	208994
1140	26915	208981
1141	26945	209003
1142	26966	208961
1143	26991	208946
1144	27012	208903
1145	27033	208861
1146	27053	208812
1147	27074	208765
1148	27095	208722
1149	27118	208691
1150	27139	208654
1151	27164	208635
1152	27186	208601
1153	27208	208570
1154	27230	208530
1155	27251	208488
1156	27272	208445
1157	27295	208419
1158	27317	208381
1159	27340	208354
1160	27362	208321
1161	27388	208311
1162	27412	208291
1163	27432	208244
1164	27456	208220
1165	27479	208197
1166	27500	208150
1167	27529	208169
1168	27552	208141
1169	27584	208176
1170	27607	208149
1171	27628	208107
1172	27651	208082
1173	27671	208034
1174	27694	208000
1175	27715	207960
1176	27736	207920
1177	27756	207870
1178	27778	207834
1179	27801	207801
1180	27822	207758
1181	27843	207715
1182	27867	207696
1183	27897	207719
1184	27917	207673
1185	27939	207636
1186	27959	207591
1187	27981	207555
1188	28003	207521
1189	28028	207503
1190	28050	207468
1191	28072	207432
1192	28094	207397
1193	28117	207373
1194	28137	207326
1195	28158	207282
1196	28182	207256
1197	28204	207224
1198	28230	207221
1199	28252	207182
1200	28272	207138
1201	28298	207132
1202	28320	207096
1203	28342	207061
1204	28371	207077
1205	28393	207044
1206	28419	207035
1207	28436	206965
1208	28458	206929
1209	28480	206895
1210	28502	206862
1211	28524	206826
1212	28545	206782
1213	28566	206742
1214	28595	206756
1215	28615	206712
1216	28637	206674
1217	28657	206624
1218	28677	206574
1219	28699	206542
1220	28721	206507
1221	28745	206489
1222	28766	206443
1223	28787	206403
1224	28808	206365
1225	28830	206330
1226	28851	206286
1227	28873	206255
1228	28905	206291
1229	28927	206256
1230	28955	206261
1231	28975	206216
1232	29003	206221
1233	29029	206220
1234	29053	206194
1235	29077	206175
1236	29109	206213
1237	29130	206170
1238	29150	206123
1239	29171	206080
1240	29191	206032
1241	29212	205996
1242	29234	205957
1243	29256	205927
1244	29278	205887
1245	29301	205861
1246	29322	205820
1247	29343	205780
1248	29372	205795
1249	29393	205751
1250	29413	205706
1251	29446	205746
1252	29466	205704
1253	29489	205673
1254	29510	205631
1255	29531	205588
1256	29554	205567
1257	29576	205533
1258	29602	205522
1259	29624	205488
1260	29646	205453
1261	29668	205420
1262	29689	205382
1263	29712	205353
1264	29743	205384
1265	29764	205340
1266	29784	205297
1267	29807	205269
1268	29827	205220
1269	29849	205186
1270	29870	205145
1271	29895	205131
1272	29919	205113
1273	29940	205071
1274	29969	205085
1275	29990	205046
1276	30010	204999
1277	30033	204969
1278	30054	204927
1279	30075	204892
1280	30098	204859
1281	30121	204837
1282	30153	204868
1283	30174	204827
1284	30194	204781
1285	30216	204745
1286	30237	204709
1287	30263	204704
1288	30285	204667
1289	30316	204695
1290	30337	204657
1291	30359	204622
1292	30380	204581
1293	30401	204543
1294	30424	204516
1295	30445	204474
1296	30468	204447
1297	30489	204408
1298	30512	204381
1299	30536	204359
1300	30566	204382
1301	30588	204344
1302	30611	204320
1303	30633	204289
1304	30655	204253
1305	30684	204267
1306	30706	204234
1307	30729	204208
1308	30758	204218
1309	30778	204173
1310	30802	204151
1311	30829	204152
1312	30857	204159
1313	30882	204143
1314	30906	204125
1315	30928	204092
1316	30952	204069
1317	30973	204030
1318	30994	203991
1319	31017	203964
1320	31039	203929
1321	31061	203896
1322	31081	203851
1323	31102	203812
1324	31125	203782
1325	31147	203752
1326	31170	203720
1327	31189	203673
1328	31210	203632
1329	31231	203593
1330	31252	203551
1331	31279	203550
1332	31301	203516
1333	31323	203487
1334	31347	203463
1335	31367	203421
1336	31387	203376
1337	31409	203337
1338	31431	203309
1339	31456	203290
1340	31480	203273
1341	31501	203233
1342	31524	203207
1343	31548	203186
1344	31573	203171
1345	31594	203133
1346	31618	203116
1347	31639	203078
1348	31663	203052
1349	31691	203062
1350	31714	203030
1351	31739	203016
1352	31760	202980
1353	31781	202943
1354	31803	202910
1355	31831	202914
1356	31865	202959
1357	31888	202930
1358	31909	202894
1359	31932	202864
1360	31958	202858
1361	31985	202855
1362	32005	202808
1363	32028	202783
1364	32053	202769
1365	32080	202770
1366	32100	202723
1367	32122	202691
1368	32146	202669
1369	32168	202639
1370	32191	202608
1371	32214	202587
1372	32237	202561
1373	32258	202519
1374	32279	202480
1375	32301	202446
1376	32322	202409
1377	32343	202372
1378	32365	202336
1379	32387	202304
1380	32410	202279
1381	32435	202264
1382	32463	202266
1383	32485	202236
1384	32506	202197
1385	32531	202182
1386	32556	202170
1387	32577	202131
1388	32601	202107
1389	32623	202077
1390	32645	202045
1391	32676	202070
1392	32698	202037
1393	32721	202010
1394	32742	201970
1395	32764	201936
1396	32785	201898
1397	32809	201878
1398	32830	201843
1399	32852	201806
1400	32873	201767
1401	32900	201767
1402	32922	201732
1403	32947	201721
1404	32970	201697
1405	32995	201682
1406	33016	201645
1407	33042	201633
1408	33065	201608
1409	33088	201580
1410	33110	201550
1411	33131	201513
1412	33151	201466
1413	33176	201453
1414	33196	201408
1415	33217	201371
1416	33245	201370
1417	33269	201354
1418	33290	201315
1419	33310	201272
1420	33334	201251
1421	33361	201245
1422	33382	201211
1423	33408	201199
1424	33431	201176
1425	33453	201140
1426	33476	201117
1427	33497	201076
1428	33519	201044
1429	33540	201009
1430	33563	200984
1431	33584	200945
1432	33607	200917
1433	33631	200899
1434	33653	200864
1435	33674	200827
1436	33697	200801
1437	33718	200764
1438	33740	200729
1439	33762	200699
1440	33784	200669
1441	33806	200636
1442	33827	200598
1443	33849	200567
1444	33870	200530
1445	33890	200483
1446	33912	200454
1447	33934	200422
1448	33956	200388
1449	33977	200352
1450	34002	200335
1451	34024	200303
1452	34046	200274
1453	34068	200237
1454	34101	200275
1455	34124	200249
1456	34147	200220
1457	34169	200188
1458	34194	200173
1459	34217	200150
1460	34242	200135
1461	34264	200100
1462	34285	200067
1463	34309	200044
1464	34344	200091
1465	34364	200045
1466	34393	200054
1467	34415	200022
1468	34437	199992
1469	34466	199999
1470	34488	199968
1471	34509	199931
1472	34532	199901
1473	34554	199870
1474	34572	199816
1475	34593	199782
1476	34614	199742
1477	34636	199709
1478	34661	199693
1479	34684	199668
1480	34707	199641
1481	34732	199628
1482	34761	199636
1483	34783	199605
1484	34811	199611
1485	34834	199584
1486	34857	199558
1487	34879	199528
1488	34904	199508
1489	34925	199475
1490	34947	199443
1491	34970	199418
1492	34992	199384
1493	35013	199349
1494	35035	199313
1495	35057	199282
1496	35077	199241
1497	35098	199204
1498	35119	199166
1499	35141	199135
1500	35164	199108
1501	35193	199117
1502	35217	199098
1503	35246	199105
1504	35266	199065
1505	35288	199030
1506	35310	198999
1507	35331	198963
1508	35353	198929
1509	35376	198902
1510	35397	198868
1511	35419	198834
1512	35440	198800
1513	35460	198759
1514	35481	198721
1515	35503	198690
1516	35525	198655
1517	35552	198654
1518	35577	198636
1519	35597	198594
1520	35621	198578
1521	35644	198549
1522	35666	198519
1523	35688	198489
1524	35714	198477
1525	35737	198451
1526	35758	198418
1527	35787	198425
1528	35810	198397
1529	35839	198407
1530	35862	198381
1531	35885	198352
1532	35910	198339
1533	35934	198317
1534	35954	198279
1535	35976	198244
1536	35997	198209
1537	36020	198181
1538	36042	198153
1539	36066	198132
1540	36091	198114
1541	36113	198085
1542	36135	198054
1543	36156	198018
1544	36176	197977
1545	36201	197962
1546	36229	197961
1547	36249	197920
1548	36272	197892
1549	36293	197856
1550	36314	197821
1551	36336	197791
1552	36358	197761
1553	36380	197727
1554	36401	197692
1555	36428	197689
1556	36450	197655
1557	36480	197670
1558	36502	197638
1559	36527	197625
1560	36555	197625
1561	36576	197590
1562	36598	197554
1563	36625	197550
1564	36645	197511
1565	36667	197481
1566	36687	197440
1567	36709	197409
1568	36732	197381
1569	36753	197345
1570	36775	197315
1571	36800	197297
1572	36822	197267
1573	36844	197239
1574	36869	197221
1575	36901	197244
1576	36922	197211
1577	36943	197170
1578	36971	197172
1579	36991	197133
1580	37015	197111
1581	37037	197081
1582	37060	197057
1583	37081	197019
1584	37102	196982
1585	37124	196953
1586	37147	196925
1587	37168	196889
1588	37189	196855
1589	37225	196898
1590	37256	196911
1591	37275	196865
1592	37298	196839
1593	37321	196816
1594	37346	196801
1595	37369	196776
1596	37390	196741
1597	37415	196722
1598	37438	196700
1599	37458	196656
1600	37484	196649
1601	37506	196615
1602	37528	196588
1603	37550	196554
1604	37573	196527
1605	37595	196498
1606	37618	196473
1607	37640	196443
1608	37675	196481
1609	37701	196470
1610	37723	196441
1611	37747	196416
1612	37770	196394
1613	37796	196384
1614	37817	196344
1615	37839	196316
1616	37864	196302
1617	37885	196265
1618	37910	196248
1619	37935	196234
1620	37968	196258
1621	37990	196229
1622	38011	196192
1623	38033	196162
1624	38063	196173
1625	38084	196136
1626	38112	196136
1627	38135	196112
1628	38158	196084
1629	38181	196061
1630	38208	196053
1631	38233	196038
1632	38254	196006
1633	38279	195986
1634	38300	195955
1635	38331	195967
1636	38354	195942
1637	38378	195920
1638	38400	195893
1639	38423	195868
1640	38451	195865
1641	38476	195850
1642	38497	195815
1643	38520	195788
1644	38546	195778
1645	38571	195765
1646	38592	195726
1647	38614	195698
1648	38637	195669
1649	38659	195638
1650	38682	195617
1651	38712	195625
1652	38734	195592
1653	38764	195604
1654	38786	195570
1655	38808	195540
1656	38829	195505
1657	38854	195491
1658	38876	195460
1659	38897	195426
1660	38920	195401
1661	38943	195374
1662	38972	195376
1663	38992	195336
1664	39012	195298
1665	39034	195266
1666	39056	195234
1667	39080	195214
1668	39102	195184
1669	39122	195143
1670	39143	195107
1671	39163	195065
1672	39185	195038
1673	39210	195021
1674	39235	195005
1675	39258	194981
1676	39283	194965
1677	39308	194950
1678	39330	194919
1679	39351	194881
1680	39376	194866
1681	39396	194826
1682	39418	194797
1683	39443	194779
1684	39465	194753
1685	39489	194731
1686	39511	194702
1687	39539	194698
1688	39563	194680
1689	39585	194646
1690	39609	194626
1691	39631	194596
1692	39654	194572
1693	39678	194548
1694	39700	194519
1695	39722	194491
1696	39746	194472
1697	39772	194456
1698	39796	194439
1699	39818	194409
1700	39840	194376
1701	39865	194360
1702	39887	194330
1703	39911	194312
1704	39934	194284
1705	39964	194295
1706	39987	194268
1707	40010	194241
1708	40034	194223
1709	40057	194195
1710	40078	194161
