iter	MAE
790	0.1164328835
795	0.1162914323
800	0.1161696751
805	0.1160637074
810	0.1159218552
815	0.1157980516
820	0.1156876147
825	0.1155713171
830	0.1154573115
835	0.1153287604
840	0.1152324351
845	0.115105472
850	0.114975161
855	0.1148507681
860	0.1147418374
865	0.1146421233
870	0.1145222733
875	0.1144271348
880	0.1143390522
885	0.1142565028
890	0.1141460414
895	0.1140463765
900	0.1139708747
905	0.1138645633
910	0.1137369617
915	0.1136304374
920	0.1135544691
925	0.1134481249
930	0.1133503017
935	0.1132642817
940	0.113150227
945	0.1130515524
950	0.1129667276
955	0.1128976513
960	0.1128000818
965	0.1127204792
970	0.112625791
975	0.1125349744
980	0.112452908
985	0.1123713573
990	0.1122970096
995	0.1122140346
1000	0.1121252071
1005	0.1120527667
1010	0.1119793604
1015	0.1118829941
1020	0.111807386
1025	0.1117208258
1030	0.111648238
1035	0.1115619152
1040	0.1114616282
1045	0.1113849478
1050	0.1113094378
1055	0.1112246539
1060	0.1111478343
1065	0.1110657351
1070	0.1109799853
1075	0.1109253316
1080	0.1108350962
1085	0.1107435348
1090	0.1106783548
1095	0.1106221459
1100	0.1105623928
1105	0.1105073053
1110	0.1104390313
1115	0.1103575296
1120	0.1102797278
1125	0.1102169215
1130	0.1101555231
1135	0.1100952462
1140	0.1100380305
1145	0.1099990191
1150	0.1099289851
1155	0.109857707
1160	0.1098075062
1165	0.1097672997
1170	0.1097045426
1175	0.1096367269
1180	0.1095882695
1185	0.1095322571
1190	0.1094869757
1195	0.1094278447
1200	0.1093737476
1205	0.1092963223
1210	0.1092326075
1215	0.1091646281
1220	0.1091089185
1225	0.1090471518
1230	0.1089933822
1235	0.1089379345
1240	0.108883461
1245	0.108817004
1250	0.108756768
1255	0.1086992003
1260	0.1086538944
1265	0.1085921277
1270	0.1085418777
1275	0.1084904901
1280	0.1084399618
1285	0.1083811582
1290	0.1083240735
1295	0.1082629125
1300	0.1082057951
1305	0.108159073
1310	0.1081249319
1315	0.1080722591
1320	0.1080202657
1325	0.1079646626
1330	0.1079195367
1335	0.1078580401
1340	0.1077947263
1345	0.1077507054
1350	0.1077068647
1355	0.1076527431
1360	0.1076038519
1365	0.1075509745
1370	0.1074913933
1375	0.1074446303
1380	0.1073854174
1385	0.107334349
1390	0.1072707978
1395	0.107223642
1400	0.107171534
1405	0.1071240098
1410	0.1070751677
1415	0.1070320964
1420	0.1069951067
1425	0.1069503574
1430	0.1069043147
1435	0.1068453883
1440	0.1067959569
1445	0.1067465419
1450	0.1066970287
1455	0.1066505113
1460	0.1066050252
1465	0.1065672498
1470	0.1065208388
1475	0.1064816309
1480	0.1064415882
1485	0.106379494
1490	0.1063315851
1495	0.1062945709
1500	0.1062473496
1505	0.1062048676
1510	0.1061580637
1515	0.106113257
1520	0.1060610754
1525	0.1060247078
1530	0.1059823813
1535	0.1059351518
1540	0.1058958784
1545	0.1058573172
1550	0.1058162267
1555	0.1057864156
1560	0.1057487139
1565	0.1057163326
1570	0.1056770265
1575	0.1056421896
1580	0.1056020158
1585	0.1055666551
1590	0.105528233
1595	0.1054852026
1600	0.1054428843
1605	0.1054037501
1610	0.1053598192
1615	0.1053225677
1620	0.1052876571
1625	0.1052507166
1630	0.1052090858
1635	0.1051684373
1640	0.1051329866
1645	0.1050943271
1650	0.1050589172
1655	0.1050221813
1660	0.1049714485
1665	0.1049350646
1670	0.1049044349
1675	0.1048797643
1680	0.1048409984
1685	0.1048100005
1690	0.1047796819
1695	0.1047545037
1700	0.1047108021
1705	0.1046824726
1710	0.1046573026
1715	0.1046253797
1720	0.1045949874
1725	0.1045554767
1730	0.1045143371
1735	0.1044932107
1740	0.1044721497
1745	0.1044363224
1750	0.1043998075
1755	0.1043798844
1760	0.1043531019
1765	0.1043188871
1770	0.104286956
1775	0.1042605173
1780	0.1042324988
1785	0.10421215
1790	0.1041940276
1795	0.1041710431
1800	0.1041488199
1805	0.1041199501
1810	0.1040924964
1815	0.1040677439
1820	0.1040326532
1825	0.1040047821
1830	0.1039785971
1835	0.1039500302
1840	0.1039202519
1845	0.1038996493
1850	0.1038672926
1855	0.1038352142
1860	0.1038015887
1865	0.1037727026
1870	0.1037404359
1875	0.1037097162
1880	0.1036748875
1885	0.1036427109
1890	0.1036248914
1895	0.1035962672
1900	0.1035648436
1905	0.1035410897
1910	0.1035166727
1915	0.1034910198
1920	0.1034674132
1925	0.1034483905
1930	0.1034149123
1935	0.1033855596
1940	0.10336544
1945	0.103341948
1950	0.1033119405
1955	0.103292574
1960	0.1032662989
1965	0.1032471943
1970	0.1032314948
1975	0.1032075363
1980	0.103190347
1985	0.1031683202
1990	0.1031457613
1995	0.1031281301
2000	0.1030998824
2005	0.1030759075
2010	0.1030489777
2015	0.1030264679
2020	0.1030050959
2025	0.102985402
2030	0.1029604857
2035	0.1029417494
2040	0.1029195508
2045	0.1028983261
2050	0.1028709461
2055	0.1028417489
2060	0.1028144917
2065	0.1028002819
2070	0.1027771992
2075	0.1027518655
2080	0.1027302889
2085	0.1026979403
2090	0.102670503
2095	0.1026410603
2100	0.1026111182
2105	0.1025956397
2110	0.10257958
2115	0.1025572422
2120	0.1025254339
2125	0.1024937975
2130	0.1024710749
2135	0.1024457985
2140	0.102420252
2145	0.1024007463
2150	0.1023740047
2155	0.102362226
2160	0.1023472386
2165	0.1023214711
2170	0.1022938782
2175	0.1022720724
2180	0.1022549978
2185	0.1022350582
2190	0.1022057874
2195	0.1021842435
2200	0.1021609316
2205	0.1021376197
2210	0.102114095
2215	0.1020895144
2220	0.1020613977
2225	0.1020426041
2230	0.1020224354
2235	0.1019927471
2240	0.1019641556
2245	0.1019434548
2250	0.1019190297
2255	0.1018969292
2260	0.1018767278
2265	0.1018558878
2270	0.1018328133
2275	0.1018095751
2280	0.1017905687
2285	0.1017721271
2290	0.1017543566
2295	0.1017263955
2300	0.101713127
2305	0.1016984097
2310	0.1016783801
2315	0.101658678
2320	0.1016321001
2325	0.1016067582
2330	0.1015706117
2335	0.1015477582
2340	0.1015290955
2345	0.1015046377
2350	0.1014860733
2355	0.1014675662
2360	0.1014501559
2365	0.1014342436
2370	0.1014126179
2375	0.1013833307
2380	0.1013567937
2385	0.101333048
2390	0.1013136733
2395	0.1012938319
2400	0.1012785335
2405	0.1012658953
2410	0.1012428781
2415	0.1012245265
2420	0.1012062568
2425	0.1011919733
2430	0.1011824865
2435	0.101171338
2440	0.1011569564
2445	0.1011407494
2450	0.1011237484
2455	0.1011044145
2460	0.1010818393
2465	0.1010623418
2470	0.1010486559
2475	0.1010212349
2480	0.1009972927
2485	0.1009806765
2490	0.1009623249
2495	0.1009390785
2500	0.1009263011
2505	0.1009094065
2510	0.1008982417
2515	0.1008805286
2520	0.1008629219
2525	0.1008384804
2530	0.1008186063
2535	0.1008020883
2540	0.1007814939
2545	0.1007654588
2550	0.1007463869
2555	0.1007306956
2560	0.1007175826
2565	0.1006991492
2570	0.100681166
2575	0.1006657366
2580	0.1006539333
2585	0.1006373497
2590	0.1006201932
2595	0.1006019808
2600	0.1005787917
2605	0.1005625929
2610	0.1005409017
2615	0.1005199144
2620	0.1005084631
2625	0.1004939177
2630	0.1004811485
2635	0.1004683139
2640	0.1004540304
2645	0.100440279
2650	0.1004280337
2655	0.1004066536
2660	0.1003883102
2665	0.1003663734
2670	0.1003472852
2675	0.1003294001
2680	0.1003184072
2685	0.1003036736
2690	0.1002881787
2695	0.1002774722
2700	0.1002590634
2705	0.1002450336
2710	0.1002280736
2715	0.1002066525
2720	0.1001887839
2725	0.1001705141
2730	0.1001529811
2735	0.1001335736
2740	0.1001235302
2745	0.1001128892
2750	0.10009579
2755	0.1000819649
2760	0.1000617634
2765	0.1000415374
2770	0.1000259934
2775	0.1000139446
2780	0.09999221245
2785	0.09997799448
2790	0.0999639484
2795	0.0999455559
2800	0.09993010194
2805	0.09991779116
2810	0.09989804807
2815	0.09988035133
2820	0.0998595114
2825	0.09984348447
2830	0.09983096905
2835	0.09981707031
2840	0.09980265589
2845	0.09978475451
2850	0.09976875213
2855	0.09975357648
2860	0.0997399806
2865	0.09972000832
2870	0.09970534015
2875	0.09969149053
2880	0.09967610205
2885	0.09965931388
2890	0.09964984342
2895	0.09963771271
2900	0.09962707993
2905	0.0996133449
2910	0.09960321961
2915	0.09958847778
2920	0.09957899913
2925	0.09956851369
2930	0.09955085786
2935	0.0995361324
2940	0.09951838654
2945	0.09950383297
2950	0.09949282367
2955	0.09948014454
2960	0.0994550646
2965	0.09943839103
2970	0.09942042416
2975	0.09940023906
2980	0.09938458047
2985	0.09937268714
2990	0.09935278854
2995	0.09933954462
3000	0.0993282652
3005	0.09931800076
3010	0.09930963532
3015	0.09929747188
3020	0.09928543121
3025	0.09927201541
3030	0.09926021212
3035	0.09924575678
3040	0.0992313178
3045	0.09922376271
3050	0.09921181209
3055	0.09920022162
3060	0.09918268039
3065	0.09916483631
3070	0.09915563597
3075	0.09914393909
3080	0.0991297293
3085	0.09911362052
3090	0.09909929614
3095	0.09908308913
3100	0.09906667748
3105	0.09905635574
3110	0.09904370118
3115	0.09903400152
3120	0.09902810807
3125	0.09901790911
3130	0.09900440327
3135	0.09899469543
3140	0.09898243376
3145	0.09897283233
3150	0.0989576976
3155	0.09894498574
3160	0.09893255218
3165	0.09892163291
3170	0.09890689108
3175	0.09889259125
3180	0.09887967476
3185	0.09886543223
3190	0.09885542154
3195	0.0988431435
3200	0.09883138114
3205	0.09882570868
3210	0.09881119604
3215	0.09880012943
3220	0.09879027426
3225	0.09878235902
3230	0.09876985997
3235	0.09875738549
3240	0.09874207068
3245	0.09873178168
3250	0.09871324184
3255	0.09870282188
3260	0.09869396532
3265	0.09867959183
3270	0.098666528
3275	0.09864724329
3280	0.09863693792
3285	0.09862898994
3290	0.09861356872
3295	0.09860096327
3300	0.09858932368
3305	0.09857427081
3310	0.09856002828
3315	0.09854371486
3320	0.09853508749
3325	0.0985243483
3330	0.09851516433
3335	0.09850306637
3340	0.0984870558
3345	0.09847457313
3350	0.09846849959
3355	0.09846135377
3360	0.09844143061
3365	0.09843333529
3370	0.09842057431
3375	0.09841347761
3380	0.09840434275
3385	0.09839416834
3390	0.09838094899
3395	0.09837679901
3400	0.09836633812
3405	0.09835490317
3410	0.0983427561
3415	0.09832648361
3420	0.09831518781
3425	0.09830881142
3430	0.09829907084
3435	0.09828741489
3440	0.09828121038
3445	0.09826683689
3450	0.09825761199
3455	0.09824305024
3460	0.09823655925
3465	0.09822511611
3470	0.0982177984
3475	0.09820806601
3480	0.09819429005
3485	0.09818519612
3490	0.09817503808
3495	0.09816727018
3500	0.09816203155
3505	0.09815600712
3510	0.09815060479
3515	0.09814337711
3520	0.09813240873
3525	0.09812468994
3530	0.0981024012
3535	0.09808850246
3540	0.09807641269
3545	0.09806257943
3550	0.09805529446
3555	0.09804456345
3560	0.09803210534
3565	0.09802449295
3570	0.09801528442
3575	0.09801092981
3580	0.09800455342
3585	0.09799605701
3590	0.09798461388
3595	0.09797712428
3600	0.09797046958
3605	0.09795775772
3610	0.0979475915
3615	0.09793603377
3620	0.09792417319
3625	0.09791865625
3630	0.09790839181
3635	0.09790004275
3640	0.09789335531
3645	0.097882125
3650	0.09786876649
3655	0.09785972167
3660	0.09784561829
3665	0.09783303739
3670	0.09781949881
3675	0.09780871051
3680	0.09780294801
3685	0.097798708
3690	0.09778128137
3695	0.09776953538
3700	0.09775965565
3705	0.09774913746
3710	0.09773782529
3715	0.09773067129
3720	0.09771919541
3725	0.09770867723
3730	0.09769713587
3735	0.09768849213
3740	0.09768349906
3745	0.09767780205
3750	0.09767239971
3755	0.09766692371
3760	0.09765804259
3765	0.09764975901
3770	0.09763324914
3775	0.09762118392
3780	0.09760854572
3785	0.09759124187
3790	0.09758134578
3795	0.09756481953
3800	0.09755692885
3805	0.0975495211
3810	0.09754182686
3815	0.09753240551
3820	0.09752215744
3825	0.09751214675
3830	0.09749868183
3835	0.09748837646
3840	0.09748071497
3845	0.09746813407
3850	0.09746310826
3855	0.09745248366
3860	0.09744495313
3865	0.09743810198
3870	0.09742860697
3875	0.09741880091
3880	0.09740817631
3885	0.09739804283
3890	0.09738715631
3895	0.0973750256
3900	0.097365637
3905	0.09735878585
3910	0.0973504286
3915	0.0973432173
3920	0.09733806052
3925	0.09733332938
3930	0.09732520132
3935	0.09731465858
3940	0.09730770921
3945	0.09730035875
3950	0.09729171501
3955	0.09728158973
3960	0.09727703867
3965	0.09727263494
3970	0.09726666781
3975	0.09725878531
3980	0.09725068999
3985	0.09724518125
3990	0.09723701226
3995	0.0972264777
4000	0.09721900447
4005	0.09720693106
4010	0.09720088208
4015	0.09719475125
4020	0.09718583739
4025	0.09717481171
4030	0.09717008057
4035	0.09715762246
4040	0.09715238383
4045	0.09714494333
4050	0.09713292723
4055	0.09712323576
4060	0.09711014737
4065	0.09710474503
4070	0.0970992281
4075	0.09709010961
4080	0.09708032811
4085	0.09706906505
4090	0.09706088788
4095	0.09705299719
4100	0.09704559763
4105	0.09703840269
4110	0.09702672219
4115	0.09701988741
4120	0.09701166113
4125	0.09700244441
4130	0.0969925565
4135	0.09698085143
4140	0.09697172476
4145	0.09696154217
4150	0.09695353689
4155	0.09694427925
4160	0.09693778826
4165	0.0969311663
4170	0.09692411052
4175	0.09691681736
4180	0.09690784621
4185	0.09689966085
4190	0.09689237588
4195	0.09688327376
4200	0.09687608702
4205	0.09686917857
4210	0.09685988
4215	0.09685351179
4220	0.09684561292
4225	0.09683524207
4230	0.09682725316
4235	0.09681222484
4240	0.09680139561
4245	0.09679094291
4250	0.09678396079
4255	0.09678018734
4260	0.09677632385
4265	0.09677153542
4270	0.09676740181
4275	0.09675912641
4280	0.09674519493
4285	0.09673844201
4290	0.09673154994
4295	0.09672239871
4300	0.09671616146
4305	0.09671235527
4310	0.0967080907
4315	0.09670220542
4320	0.09669656571
4325	0.09668889603
4330	0.09667618417
4335	0.09666201531
4340	0.09665260215
4345	0.09664543177
4350	0.09663704178
4355	0.09662842259
4360	0.09662018812
4365	0.09661191272
4370	0.09660640398
4375	0.09659934001
4380	0.09659009874
4385	0.0965856459
4390	0.09657845097
4395	0.09657096956
4400	0.09656267779
4405	0.09655201226
4410	0.09654383509
4415	0.09653524046
4420	0.09653221188
4425	0.0965235354
4430	0.09651686433
4435	0.09651182215
4440	0.09650036264
4445	0.09649449374
4450	0.09648725788
4455	0.09647989925
4460	0.09647168114
4465	0.09645974689
4470	0.09645159427
4475	0.09644548799
4480	0.09643639406
4485	0.09642918276
4490	0.09642129207
4495	0.09640960338
4500	0.09639860225
4505	0.09639196393
4510	0.09638061083
4515	0.09637286748
4520	0.09636540244
4525	0.09635409027
4530	0.09635040686
4535	0.09634493904
4540	0.09633894735
4545	0.09633687646
4550	0.09633258733
4555	0.09632664476
4560	0.09631403112
4565	0.09630883342
4570	0.09630377487
4575	0.09629310934
4580	0.09628503858
4585	0.09627564178
4590	0.09627055049
4595	0.09626509086
4600	0.09625732295
4605	0.09624934222
4610	0.0962373916
4615	0.09623263591
4620	0.09622133192
4625	0.0962172638
4630	0.09621288463
4635	0.09620528043
4640	0.09620099131
4645	0.09619190556
4650	0.09618018412
4655	0.09617335753
4660	0.09616691565
4665	0.09615895948
4670	0.09615307421
4675	0.09614622307
4680	0.09613898721
4685	0.0961296559
4690	0.09611976798
4695	0.09611369445
4700	0.09610526353
4705	0.09609668527
4710	0.09609019428
4715	0.09608528306
4720	0.0960781618
4725	0.09607130247
4730	0.09606226583
4735	0.09605750195
4740	0.09605101096
4745	0.09604163054
4750	0.09603786528
4755	0.09602877953
4760	0.09602304159
4765	0.09601606766
4770	0.09600920015
4775	0.0960034704
4780	0.09599567793
4785	0.09599324688
4790	0.09598871219
4795	0.09598290059
4800	0.09597317638
4805	0.09596697188
4810	0.09596359132
4815	0.0959579025
4820	0.09594896409
4825	0.09594164638
4830	0.09593855231
4835	0.09593351013
4840	0.09592727288
4845	0.09592111749
4850	0.09591256379
4855	0.09589904976
4860	0.09589222318
4865	0.09588826146
4870	0.09588166406
4875	0.09587847996
4880	0.09587310218
4885	0.09586506415
4890	0.09585482427
4895	0.09584895536
4900	0.09583418079
4905	0.09582836919
4910	0.09582512778
4915	0.09581716343
4920	0.095812596
4925	0.09580804494
4930	0.09580265897
4935	0.09579346681
4940	0.09578655018
4945	0.0957793307
4950	0.09577212758
4955	0.09576922996
4960	0.09576298453
4965	0.09575610883
4970	0.09574932317
4975	0.09574374894
4980	0.09574040931
4985	0.09573400018
4990	0.09573001391
4995	0.09572552014
5000	0.09571746575
5005	0.09570950958
5010	0.09570463929
5015	0.09569844297
5020	0.09569122349
5025	0.09568142561
5030	0.09567650621
5035	0.0956712021
5040	0.09566602077
5045	0.0956615843
5050	0.09565677131
5055	0.09564691614
5060	0.09564225867
5065	0.09563652073
5070	0.09563276365
5075	0.0956269193
5080	0.09562281025
5085	0.09561744066
5090	0.09561318427
5095	0.09560837128
5100	0.09560239597
5105	0.0955966744
5110	0.09558958588
5115	0.09558245643
5120	0.09557839649
5125	0.0955703994
5130	0.0955608389
5135	0.09555416783
5140	0.09555113106
5145	0.09554399343
5150	0.09553513687
5155	0.09552831846
5160	0.0955244386
5165	0.09552059148
5170	0.09550905013
5175	0.09550405706
5180	0.09549750058
5185	0.09549349794
5190	0.09548730163
5195	0.09548255412
5200	0.09547727456
5205	0.09547288721
5210	0.09546481644
5215	0.09545323416
5220	0.0954476763
5225	0.09544229852
5230	0.09543537371
5235	0.09543097817
5240	0.09542258817
5245	0.09541620359
5250	0.0954080346
5255	0.0954035081
5260	0.09540119164
5265	0.09539802391
5270	0.09539420953
5275	0.09538903639
5280	0.09538266818
5285	0.09537792067
5290	0.09537204358
5295	0.09536835198
5300	0.0953649878
5305	0.09535821032
5310	0.09535292258
5315	0.09534862527
5320	0.0953437959
5325	0.09533793519
5330	0.09533315494
5335	0.09532541977
5340	0.09531958361
5345	0.0953129944
5350	0.09530641337
5355	0.09530104377
5360	0.09529240003
5365	0.09528770163
5370	0.09528249575
5375	0.09527828029
5380	0.095268376
5385	0.0952611647
5390	0.09525374876
5395	0.09524864928
5400	0.0952415935
5405	0.09523265509
5410	0.09522866882
5415	0.0952223088
5420	0.09521600607
5425	0.09520824635
5430	0.09520058485
5435	0.09519391379
5440	0.09519108984
5445	0.0951873655
5450	0.09518179127
5455	0.09517647897
5460	0.09516962782
5465	0.09516034563
5470	0.09515508244
5475	0.09515119439
5480	0.09514400765
5485	0.09514120007
5490	0.09513529024
5495	0.09513151679
5500	0.0951253614
5505	0.09511984447
5510	0.09511675859
5515	0.09511296058
5520	0.09510894975
5525	0.09510186942
5530	0.09509715465
5535	0.09509191602
5540	0.09508755322
5545	0.09508300216
5550	0.09507710871
5555	0.09506669693
5560	0.09506070525
5565	0.09505382954
5570	0.09504764141
5575	0.09504086393
5580	0.09503371812
5585	0.09502887238
5590	0.09502307715
5595	0.09501683172
5600	0.09501155216
5605	0.09500693562
5610	0.09499979799
5615	0.09499613913
5620	0.09499098235
5625	0.09498587469
5630	0.09497882709
5635	0.09497338383
5640	0.09496977409
5645	0.09496510025
5650	0.09495995984
5655	0.0949510378
5660	0.0949440475
5665	0.09493358661
5670	0.09492876544
5675	0.09492436171
5680	0.09491802624
5685	0.09491192815
5690	0.09490589554
5695	0.09490143452
5700	0.09489814401
5705	0.09489050707
5710	0.09488510473
5715	0.0948804227
5720	0.0948728758
5725	0.09486752258
5730	0.09486177645
5735	0.09485799482
5740	0.09485115186
5745	0.09484649439
5750	0.09484148495
5755	0.0948353623
5760	0.09483023008
5765	0.09482495052
5770	0.09481681427
5775	0.09481175572
5780	0.09480553485
5785	0.09479814347
5790	0.09479045742
5795	0.09478679038
5800	0.09477740995
5805	0.09477353828
5810	0.09476233252
5815	0.09475768324
5820	0.09475570238
5825	0.09475241187
5830	0.09474565894
5835	0.0947389715
5840	0.09473452685
5845	0.0947314819
5850	0.09472693084
5855	0.09471844262
5860	0.09471155874
5865	0.09470704042
5870	0.09470280859
5875	0.09469816749
5880	0.09469193024
5885	0.0946864215
5890	0.09468187044
5895	0.09467499474
5900	0.0946709348
5905	0.09466585169
5910	0.09466294589
5915	0.09465626663
5920	0.09465300886
5925	0.09464670613
5930	0.09464224511
5935	0.09463381419
5940	0.0946296724
5945	0.09462628366
5950	0.09461917877
5955	0.09461590462
5960	0.0946139074
5965	0.09461076422
5970	0.09460759649
5975	0.09460137561
5980	0.09459537574
5985	0.09458985881
5990	0.09458609355
5995	0.09458202542
6000	0.09457592733
6005	0.09457214569
6010	0.09456704621
6015	0.09456038333
6020	0.09455616787
6025	0.09455170685
6030	0.09454867008
6035	0.09454471655
6040	0.09454086125
6045	0.0945390441
6050	0.09453392006
6055	0.09452790383
6060	0.09452114272
6065	0.09451833514
6070	0.09451362037
6075	0.09450858638
6080	0.09450067932
6085	0.09449703683
6090	0.09449133982
6095	0.09448703433
6100	0.09448316265
6105	0.09448065793
6110	0.09447706456
6115	0.09447295551
6120	0.09446855997
6125	0.09446375516
6130	0.09446111948
6135	0.09445420285
6140	0.09445103511
6145	0.09444855495
6150	0.09444623849
6155	0.09444468328
6160	0.09444029592
6165	0.09443257713
6170	0.09442785418
6175	0.09442278744
6180	0.0944183346
6185	0.09441513413
6190	0.09440986276
6195	0.09440675232
6200	0.0944034618
6205	0.09440191477
6210	0.09439810858
6215	0.09439503088
6220	0.0943904962
6225	0.09438538853
6230	0.09438319485
6235	0.09438146774
6240	0.09437818541
6245	0.09437270122
6250	0.09436599741
6255	0.09436272327
6260	0.09435872881
6265	0.09435597853
6270	0.09435138655
6275	0.09434505108
6280	0.09433911669
6285	0.09433452471
6290	0.09433166802
6295	0.09432743619
6300	0.09432194381
6305	0.09431916897
6310	0.09431364385
6315	0.0943095921
6320	0.0943046154
6325	0.09430008071
6330	0.09429614356
6335	0.09429083944
6340	0.09428691866
6345	0.09428193377
